path,car,source_video,start_time,label
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0075.00.wav,acura_nsx_nc1,4hK5xAHUk7E,75.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0077.50.wav,acura_nsx_nc1,4hK5xAHUk7E,77.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0080.00.wav,acura_nsx_nc1,4hK5xAHUk7E,80.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0082.50.wav,acura_nsx_nc1,4hK5xAHUk7E,82.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0085.00.wav,acura_nsx_nc1,4hK5xAHUk7E,85.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0087.50.wav,acura_nsx_nc1,4hK5xAHUk7E,87.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0090.00.wav,acura_nsx_nc1,4hK5xAHUk7E,90.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0092.50.wav,acura_nsx_nc1,4hK5xAHUk7E,92.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0095.00.wav,acura_nsx_nc1,4hK5xAHUk7E,95.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0097.50.wav,acura_nsx_nc1,4hK5xAHUk7E,97.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0100.00.wav,acura_nsx_nc1,4hK5xAHUk7E,100.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0102.50.wav,acura_nsx_nc1,4hK5xAHUk7E,102.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0105.00.wav,acura_nsx_nc1,4hK5xAHUk7E,105.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0107.50.wav,acura_nsx_nc1,4hK5xAHUk7E,107.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0110.00.wav,acura_nsx_nc1,4hK5xAHUk7E,110.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0112.50.wav,acura_nsx_nc1,4hK5xAHUk7E,112.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0115.00.wav,acura_nsx_nc1,4hK5xAHUk7E,115.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0117.50.wav,acura_nsx_nc1,4hK5xAHUk7E,117.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0120.00.wav,acura_nsx_nc1,4hK5xAHUk7E,120.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0122.50.wav,acura_nsx_nc1,4hK5xAHUk7E,122.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0125.00.wav,acura_nsx_nc1,4hK5xAHUk7E,125.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0127.50.wav,acura_nsx_nc1,4hK5xAHUk7E,127.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0130.00.wav,acura_nsx_nc1,4hK5xAHUk7E,130.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0132.50.wav,acura_nsx_nc1,4hK5xAHUk7E,132.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0137.50.wav,acura_nsx_nc1,4hK5xAHUk7E,137.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0140.00.wav,acura_nsx_nc1,4hK5xAHUk7E,140.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0142.50.wav,acura_nsx_nc1,4hK5xAHUk7E,142.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0147.50.wav,acura_nsx_nc1,4hK5xAHUk7E,147.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0160.00.wav,acura_nsx_nc1,4hK5xAHUk7E,160.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0162.50.wav,acura_nsx_nc1,4hK5xAHUk7E,162.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0167.50.wav,acura_nsx_nc1,4hK5xAHUk7E,167.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0170.00.wav,acura_nsx_nc1,4hK5xAHUk7E,170.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0172.50.wav,acura_nsx_nc1,4hK5xAHUk7E,172.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0175.00.wav,acura_nsx_nc1,4hK5xAHUk7E,175.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0177.50.wav,acura_nsx_nc1,4hK5xAHUk7E,177.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0180.00.wav,acura_nsx_nc1,4hK5xAHUk7E,180.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0182.50.wav,acura_nsx_nc1,4hK5xAHUk7E,182.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0185.00.wav,acura_nsx_nc1,4hK5xAHUk7E,185.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0187.50.wav,acura_nsx_nc1,4hK5xAHUk7E,187.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0195.00.wav,acura_nsx_nc1,4hK5xAHUk7E,195.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0202.50.wav,acura_nsx_nc1,4hK5xAHUk7E,202.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0205.00.wav,acura_nsx_nc1,4hK5xAHUk7E,205.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0207.50.wav,acura_nsx_nc1,4hK5xAHUk7E,207.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0210.00.wav,acura_nsx_nc1,4hK5xAHUk7E,210.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0212.50.wav,acura_nsx_nc1,4hK5xAHUk7E,212.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0217.50.wav,acura_nsx_nc1,4hK5xAHUk7E,217.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0220.00.wav,acura_nsx_nc1,4hK5xAHUk7E,220.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0225.00.wav,acura_nsx_nc1,4hK5xAHUk7E,225.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0227.50.wav,acura_nsx_nc1,4hK5xAHUk7E,227.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0230.00.wav,acura_nsx_nc1,4hK5xAHUk7E,230.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0232.50.wav,acura_nsx_nc1,4hK5xAHUk7E,232.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0235.00.wav,acura_nsx_nc1,4hK5xAHUk7E,235.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0237.50.wav,acura_nsx_nc1,4hK5xAHUk7E,237.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0240.00.wav,acura_nsx_nc1,4hK5xAHUk7E,240.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0242.50.wav,acura_nsx_nc1,4hK5xAHUk7E,242.5,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0245.00.wav,acura_nsx_nc1,4hK5xAHUk7E,245.0,idle
data/windows/acura_nsx_nc1/4hK5xAHUk7E_0247.50.wav,acura_nsx_nc1,4hK5xAHUk7E,247.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0000.00.wav,acura_nsx_nc1,CSJfPviqgcg,0.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0002.50.wav,acura_nsx_nc1,CSJfPviqgcg,2.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0005.00.wav,acura_nsx_nc1,CSJfPviqgcg,5.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0007.50.wav,acura_nsx_nc1,CSJfPviqgcg,7.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0010.00.wav,acura_nsx_nc1,CSJfPviqgcg,10.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0012.50.wav,acura_nsx_nc1,CSJfPviqgcg,12.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0015.00.wav,acura_nsx_nc1,CSJfPviqgcg,15.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0017.50.wav,acura_nsx_nc1,CSJfPviqgcg,17.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0020.00.wav,acura_nsx_nc1,CSJfPviqgcg,20.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0022.50.wav,acura_nsx_nc1,CSJfPviqgcg,22.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0025.00.wav,acura_nsx_nc1,CSJfPviqgcg,25.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0027.50.wav,acura_nsx_nc1,CSJfPviqgcg,27.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0030.00.wav,acura_nsx_nc1,CSJfPviqgcg,30.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0032.50.wav,acura_nsx_nc1,CSJfPviqgcg,32.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0035.00.wav,acura_nsx_nc1,CSJfPviqgcg,35.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0037.50.wav,acura_nsx_nc1,CSJfPviqgcg,37.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0040.00.wav,acura_nsx_nc1,CSJfPviqgcg,40.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0042.50.wav,acura_nsx_nc1,CSJfPviqgcg,42.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0052.50.wav,acura_nsx_nc1,CSJfPviqgcg,52.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0055.00.wav,acura_nsx_nc1,CSJfPviqgcg,55.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0057.50.wav,acura_nsx_nc1,CSJfPviqgcg,57.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0062.50.wav,acura_nsx_nc1,CSJfPviqgcg,62.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0065.00.wav,acura_nsx_nc1,CSJfPviqgcg,65.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0067.50.wav,acura_nsx_nc1,CSJfPviqgcg,67.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0070.00.wav,acura_nsx_nc1,CSJfPviqgcg,70.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0072.50.wav,acura_nsx_nc1,CSJfPviqgcg,72.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0075.00.wav,acura_nsx_nc1,CSJfPviqgcg,75.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0077.50.wav,acura_nsx_nc1,CSJfPviqgcg,77.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0080.00.wav,acura_nsx_nc1,CSJfPviqgcg,80.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0082.50.wav,acura_nsx_nc1,CSJfPviqgcg,82.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0085.00.wav,acura_nsx_nc1,CSJfPviqgcg,85.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0087.50.wav,acura_nsx_nc1,CSJfPviqgcg,87.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0090.00.wav,acura_nsx_nc1,CSJfPviqgcg,90.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0092.50.wav,acura_nsx_nc1,CSJfPviqgcg,92.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0095.00.wav,acura_nsx_nc1,CSJfPviqgcg,95.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0097.50.wav,acura_nsx_nc1,CSJfPviqgcg,97.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0100.00.wav,acura_nsx_nc1,CSJfPviqgcg,100.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0102.50.wav,acura_nsx_nc1,CSJfPviqgcg,102.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0105.00.wav,acura_nsx_nc1,CSJfPviqgcg,105.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0107.50.wav,acura_nsx_nc1,CSJfPviqgcg,107.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0110.00.wav,acura_nsx_nc1,CSJfPviqgcg,110.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0112.50.wav,acura_nsx_nc1,CSJfPviqgcg,112.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0115.00.wav,acura_nsx_nc1,CSJfPviqgcg,115.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0117.50.wav,acura_nsx_nc1,CSJfPviqgcg,117.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0122.50.wav,acura_nsx_nc1,CSJfPviqgcg,122.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0125.00.wav,acura_nsx_nc1,CSJfPviqgcg,125.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0127.50.wav,acura_nsx_nc1,CSJfPviqgcg,127.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0130.00.wav,acura_nsx_nc1,CSJfPviqgcg,130.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0132.50.wav,acura_nsx_nc1,CSJfPviqgcg,132.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0135.00.wav,acura_nsx_nc1,CSJfPviqgcg,135.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0137.50.wav,acura_nsx_nc1,CSJfPviqgcg,137.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0140.00.wav,acura_nsx_nc1,CSJfPviqgcg,140.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0142.50.wav,acura_nsx_nc1,CSJfPviqgcg,142.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0145.00.wav,acura_nsx_nc1,CSJfPviqgcg,145.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0147.50.wav,acura_nsx_nc1,CSJfPviqgcg,147.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0150.00.wav,acura_nsx_nc1,CSJfPviqgcg,150.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0152.50.wav,acura_nsx_nc1,CSJfPviqgcg,152.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0157.50.wav,acura_nsx_nc1,CSJfPviqgcg,157.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0160.00.wav,acura_nsx_nc1,CSJfPviqgcg,160.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0162.50.wav,acura_nsx_nc1,CSJfPviqgcg,162.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0165.00.wav,acura_nsx_nc1,CSJfPviqgcg,165.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0167.50.wav,acura_nsx_nc1,CSJfPviqgcg,167.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0170.00.wav,acura_nsx_nc1,CSJfPviqgcg,170.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0172.50.wav,acura_nsx_nc1,CSJfPviqgcg,172.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0175.00.wav,acura_nsx_nc1,CSJfPviqgcg,175.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0177.50.wav,acura_nsx_nc1,CSJfPviqgcg,177.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0180.00.wav,acura_nsx_nc1,CSJfPviqgcg,180.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0182.50.wav,acura_nsx_nc1,CSJfPviqgcg,182.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0185.00.wav,acura_nsx_nc1,CSJfPviqgcg,185.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0187.50.wav,acura_nsx_nc1,CSJfPviqgcg,187.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0190.00.wav,acura_nsx_nc1,CSJfPviqgcg,190.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0192.50.wav,acura_nsx_nc1,CSJfPviqgcg,192.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0195.00.wav,acura_nsx_nc1,CSJfPviqgcg,195.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0197.50.wav,acura_nsx_nc1,CSJfPviqgcg,197.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0200.00.wav,acura_nsx_nc1,CSJfPviqgcg,200.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0202.50.wav,acura_nsx_nc1,CSJfPviqgcg,202.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0205.00.wav,acura_nsx_nc1,CSJfPviqgcg,205.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0207.50.wav,acura_nsx_nc1,CSJfPviqgcg,207.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0210.00.wav,acura_nsx_nc1,CSJfPviqgcg,210.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0212.50.wav,acura_nsx_nc1,CSJfPviqgcg,212.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0215.00.wav,acura_nsx_nc1,CSJfPviqgcg,215.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0217.50.wav,acura_nsx_nc1,CSJfPviqgcg,217.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0220.00.wav,acura_nsx_nc1,CSJfPviqgcg,220.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0222.50.wav,acura_nsx_nc1,CSJfPviqgcg,222.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0225.00.wav,acura_nsx_nc1,CSJfPviqgcg,225.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0227.50.wav,acura_nsx_nc1,CSJfPviqgcg,227.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0230.00.wav,acura_nsx_nc1,CSJfPviqgcg,230.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0232.50.wav,acura_nsx_nc1,CSJfPviqgcg,232.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0235.00.wav,acura_nsx_nc1,CSJfPviqgcg,235.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0237.50.wav,acura_nsx_nc1,CSJfPviqgcg,237.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0240.00.wav,acura_nsx_nc1,CSJfPviqgcg,240.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0242.50.wav,acura_nsx_nc1,CSJfPviqgcg,242.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0245.00.wav,acura_nsx_nc1,CSJfPviqgcg,245.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0247.50.wav,acura_nsx_nc1,CSJfPviqgcg,247.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0250.00.wav,acura_nsx_nc1,CSJfPviqgcg,250.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0252.50.wav,acura_nsx_nc1,CSJfPviqgcg,252.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0255.00.wav,acura_nsx_nc1,CSJfPviqgcg,255.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0257.50.wav,acura_nsx_nc1,CSJfPviqgcg,257.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0260.00.wav,acura_nsx_nc1,CSJfPviqgcg,260.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0262.50.wav,acura_nsx_nc1,CSJfPviqgcg,262.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0265.00.wav,acura_nsx_nc1,CSJfPviqgcg,265.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0267.50.wav,acura_nsx_nc1,CSJfPviqgcg,267.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0270.00.wav,acura_nsx_nc1,CSJfPviqgcg,270.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0272.50.wav,acura_nsx_nc1,CSJfPviqgcg,272.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0275.00.wav,acura_nsx_nc1,CSJfPviqgcg,275.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0277.50.wav,acura_nsx_nc1,CSJfPviqgcg,277.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0280.00.wav,acura_nsx_nc1,CSJfPviqgcg,280.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0282.50.wav,acura_nsx_nc1,CSJfPviqgcg,282.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0285.00.wav,acura_nsx_nc1,CSJfPviqgcg,285.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0287.50.wav,acura_nsx_nc1,CSJfPviqgcg,287.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0290.00.wav,acura_nsx_nc1,CSJfPviqgcg,290.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0292.50.wav,acura_nsx_nc1,CSJfPviqgcg,292.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0295.00.wav,acura_nsx_nc1,CSJfPviqgcg,295.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0297.50.wav,acura_nsx_nc1,CSJfPviqgcg,297.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0300.00.wav,acura_nsx_nc1,CSJfPviqgcg,300.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0302.50.wav,acura_nsx_nc1,CSJfPviqgcg,302.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0305.00.wav,acura_nsx_nc1,CSJfPviqgcg,305.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0307.50.wav,acura_nsx_nc1,CSJfPviqgcg,307.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0310.00.wav,acura_nsx_nc1,CSJfPviqgcg,310.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0312.50.wav,acura_nsx_nc1,CSJfPviqgcg,312.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0315.00.wav,acura_nsx_nc1,CSJfPviqgcg,315.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0317.50.wav,acura_nsx_nc1,CSJfPviqgcg,317.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0320.00.wav,acura_nsx_nc1,CSJfPviqgcg,320.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0322.50.wav,acura_nsx_nc1,CSJfPviqgcg,322.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0325.00.wav,acura_nsx_nc1,CSJfPviqgcg,325.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0327.50.wav,acura_nsx_nc1,CSJfPviqgcg,327.5,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0330.00.wav,acura_nsx_nc1,CSJfPviqgcg,330.0,idle
data/windows/acura_nsx_nc1/CSJfPviqgcg_0332.50.wav,acura_nsx_nc1,CSJfPviqgcg,332.5,idle
